tweet,original_sentiment,conllu_parse
@nanoview @AvidCommentator @devalara44 Infected and left untreated Coronavirus?,neutral,"# text = @nanoview @AvidCommentator @devalara44 Infected and left untreated Coronavirus?
1	@nanoview	@nanoview	NOUN	NN	_	2	compound	_	_
2	@AvidCommentator	@avidcommentator	NOUN	NN	_	3	nmod	_	_
3	@devalara44	@devalara44	PROPN	NNP	_	4	nsubj	_	_
4	Infected	infect	VERB	VBN	_	0	ROOT	_	_
5	and	and	CCONJ	CC	_	4	cc	_	_
6	left	leave	VERB	VBD	_	4	conj	_	_
7	untreated	untreated	ADJ	JJ	_	8	amod	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	6	dobj	_	_
9	?	?	PUNCT	.	_	4	punct	_	_"
Can't help feeling we will be better off without their advice on #Coronavirus,positive,"# text = Can't help feeling we will be better off without their advice on #Coronavirus
1	Ca	can	AUX	MD	_	3	aux	_	_
2	n't	not	PART	RB	_	3	neg	_	_
3	help	help	VERB	VB	_	0	ROOT	_	_
4	feeling	feel	VERB	VBG	_	3	xcomp	_	_
5	we	we	PRON	PRP	_	7	nsubj	_	_
6	will	will	AUX	MD	_	7	aux	_	_
7	be	be	AUX	VB	_	4	ccomp	_	_
8	better	well	ADJ	JJR	_	7	acomp	_	_
9	off	off	ADP	RP	_	8	prt	_	_
10	without	without	ADP	IN	_	7	prep	_	_
11	their	their	PRON	PRP$	_	12	poss	_	_
12	advice	advice	NOUN	NN	_	10	pobj	_	_
13	on	on	ADP	IN	_	12	prep	_	_
14	#	#	SYM	$	_	15	nmod	_	_
15	Coronavirus	Coronavirus	PROPN	NNP	_	13	pobj	_	_"
Now @LNLonRN @antd Antony Dapiran with the latest on protests and coronavirus in Hong Kong,positive,"# text = Now @LNLonRN @antd Antony Dapiran with the latest on protests and coronavirus in Hong Kong
1	Now	now	ADV	RB	_	3	advmod	_	_
2	@LNLonRN	@LNLonRN	PUNCT	-RRB-	_	3	punct	_	_
3	@antd	@antd	PROPN	NNP	_	5	nummod	_	_
4	Antony	Antony	PROPN	NNP	_	5	compound	_	_
5	Dapiran	Dapiran	PROPN	NNP	_	0	ROOT	_	_
6	with	with	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	latest	late	ADJ	JJS	_	6	pobj	_	_
9	on	on	ADP	IN	_	8	prep	_	_
10	protests	protest	NOUN	NNS	_	9	pobj	_	_
11	and	and	CCONJ	CC	_	10	cc	_	_
12	coronavirus	coronavirus	NOUN	NN	_	10	conj	_	_
13	in	in	ADP	IN	_	10	prep	_	_
14	Hong	Hong	PROPN	NNP	_	15	compound	_	_
15	Kong	Kong	PROPN	NNP	_	13	pobj	_	_"
"China bans wildlife trade as coronavirus spreads, death toll climbs to 80 via @scmpnews",neutral,"# text = China bans wildlife trade as coronavirus spreads, death toll climbs to 80 via @scmpnews
1	China	China	PROPN	NNP	_	2	nsubj	_	_
2	bans	ban	VERB	VBZ	_	11	ccomp	_	_
3	wildlife	wildlife	NOUN	NN	_	4	compound	_	_
4	trade	trade	NOUN	NN	_	2	dobj	_	_
5	as	as	ADP	IN	_	2	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	spreads	spread	NOUN	NNS	_	5	pobj	_	_
8	,	,	PUNCT	,	_	11	punct	_	_
9	death	death	NOUN	NN	_	10	compound	_	_
10	toll	toll	NOUN	NN	_	11	nsubj	_	_
11	climbs	climb	VERB	VBZ	_	0	ROOT	_	_
12	to	to	ADP	IN	_	11	prep	_	_
13	80	80	NUM	CD	_	12	pobj	_	_
14	via	via	ADP	IN	_	11	prep	_	_
15	@scmpnews	@scmpnew	NOUN	NNS	_	14	pobj	_	_"
#medical 'robot' to treat patients with the #coronavirus #2019ncov,neutral,"# text = #medical 'robot' to treat patients with the #coronavirus #2019ncov
1	#	#	SYM	$	_	7	punct	_	_
2	medical	medical	ADJ	JJ	_	4	amod	_	_
3	'	'	PUNCT	``	_	4	punct	_	_
4	robot	robot	NOUN	NN	_	1	pobj	_	_
5	'	'	PUNCT	''	_	4	punct	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	treat	treat	VERB	VB	_	0	ROOT	_	_
8	patients	patient	NOUN	NNS	_	7	dobj	_	_
9	with	with	ADP	IN	_	7	prep	_	_
10	the	the	DET	DT	_	11	det	_	_
11	#	#	SYM	$	_	12	nummod	_	_
12	coronavirus	coronavirus	NOUN	NN	_	9	pobj	_	_
13	#	#	SYM	$	_	9	pobj	_	_
14	2019ncov	2019ncov	ADV	RB	_	9	pobj	_	_"
Hong Kong bars Hubei residents from entering city as coronavirus fears intensify via @Yahoo,neutral,"# text = Hong Kong bars Hubei residents from entering city as coronavirus fears intensify via @Yahoo
1	Hong	Hong	PROPN	NNP	_	2	compound	_	_
2	Kong	Kong	PROPN	NNP	_	3	nsubj	_	_
3	bars	bar	VERB	VBZ	_	0	ROOT	_	_
4	Hubei	Hubei	PROPN	NNP	_	5	compound	_	_
5	residents	resident	NOUN	NNS	_	3	dobj	_	_
6	from	from	ADP	IN	_	3	prep	_	_
7	entering	enter	VERB	VBG	_	6	pcomp	_	_
8	city	city	NOUN	NN	_	7	dobj	_	_
9	as	as	SCONJ	IN	_	12	mark	_	_
10	coronavirus	coronavirus	NOUN	NN	_	11	compound	_	_
11	fears	fear	NOUN	NNS	_	12	nsubj	_	_
12	intensify	intensify	VERB	VBP	_	3	advcl	_	_
13	via	via	ADP	IN	_	12	prep	_	_
14	@Yahoo	@yahoo	NOUN	NN	_	13	pobj	_	_"
How to protect yourself and keep your family safe as coronavirus spreads,positive,"# text = How to protect yourself and keep your family safe as coronavirus spreads
1	How	how	SCONJ	WRB	_	3	advmod	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	protect	protect	VERB	VB	_	0	ROOT	_	_
4	yourself	yourself	PRON	PRP	_	3	dobj	_	_
5	and	and	CCONJ	CC	_	3	cc	_	_
6	keep	keep	VERB	VB	_	3	conj	_	_
7	your	your	PRON	PRP$	_	8	poss	_	_
8	family	family	NOUN	NN	_	6	dobj	_	_
9	safe	safe	ADJ	JJ	_	6	oprd	_	_
10	as	as	SCONJ	IN	_	12	mark	_	_
11	coronavirus	coronavirus	NOUN	NN	_	12	compound	_	_
12	spreads	spread	NOUN	NNS	_	6	advcl	_	_"
"Best #coronavirus advice I've heard yet ""People are being urged to replace handshakes with backslaps..."". It's making us funner",positive,"# text = Best #coronavirus advice I've heard yet ""People are being urged to replace handshakes with backslaps..."".
1	Best	best	ADJ	JJ	_	4	amod	_	_
2	#	#	SYM	$	_	4	punct	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
4	advice	advice	NOUN	NN	_	13	nsubjpass	_	_
5	I	I	PRON	PRP	_	7	nsubj	_	_
6	've	have	AUX	VBP	_	7	aux	_	_
7	heard	hear	VERB	VBN	_	4	relcl	_	_
8	yet	yet	ADV	RB	_	7	advmod	_	_
9	""	""	PUNCT	``	_	13	punct	_	_
10	People	People	NOUN	NNS	_	13	nsubjpass	_	_
11	are	be	AUX	VBP	_	13	aux	_	_
12	being	be	AUX	VBG	_	13	auxpass	_	_
13	urged	urge	VERB	VBN	_	0	ROOT	_	_
14	to	to	PART	TO	_	15	aux	_	_
15	replace	replace	VERB	VB	_	13	xcomp	_	_
16	handshakes	handshake	NOUN	NNS	_	15	dobj	_	_
17	with	with	ADP	IN	_	15	prep	_	_
18	backslaps	backslap	NOUN	NNS	_	17	pobj	_	_
19	...	...	PUNCT	:	_	13	punct	_	_
20	""	""	PUNCT	''	_	13	punct	_	_
21	.	.	PUNCT	.	_	13	punct	_	_

# text = It's making us funner
1	It	it	PRON	PRP	_	3	nsubj	_	_
2	's	be	AUX	VBZ	_	3	aux	_	_
3	making	make	VERB	VBG	_	0	ROOT	_	_
4	us	we	PRON	PRP	_	5	nsubj	_	_
5	funner	funner	NOUN	NN	_	3	ccomp	_	_"
Could the pound or euro or dollar in your pocket give you coronavirus? :( #Covid19 #coronavirusuk,negative,"# text = Could the pound or euro or dollar in your pocket give you coronavirus? :(
1	Could	could	AUX	MD	_	11	aux	_	_
2	the	the	DET	DT	_	3	det	_	_
3	pound	pound	NOUN	NN	_	11	nsubj	_	_
4	or	or	CCONJ	CC	_	3	cc	_	_
5	euro	euro	NOUN	NN	_	3	conj	_	_
6	or	or	CCONJ	CC	_	5	cc	_	_
7	dollar	dollar	NOUN	NN	_	5	conj	_	_
8	in	in	ADP	IN	_	3	prep	_	_
9	your	your	PRON	PRP$	_	10	poss	_	_
10	pocket	pocket	NOUN	NN	_	8	pobj	_	_
11	give	give	VERB	VB	_	0	ROOT	_	_
12	you	you	PRON	PRP	_	11	dative	_	_
13	coronavirus	coronavirus	NOUN	NN	_	11	dobj	_	_
14	?	?	PUNCT	.	_	11	punct	_	_
15	:(	:(	PUNCT	NFP	_	11	punct	_	_

# text = #Covid19 #coronavirusuk
1	#	#	SYM	$	_	2	meta	_	_
2	Covid19	Covid19	PROPN	NNP	_	0	ROOT	_	_
3	#	#	SYM	$	_	2	punct	_	_
4	coronavirusuk	coronavirusuk	NOUN	NNS	_	2	nummod	_	_"
"""coronavirus is only a meme until you get it!"" - that's where you're wrong kiddo",negative,"# text = ""coronavirus is only a meme until you get it!""
1	""	""	PUNCT	``	_	3	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	only	only	ADV	RB	_	6	advmod	_	_
5	a	a	DET	DT	_	6	det	_	_
6	meme	meme	NOUN	NN	_	3	attr	_	_
7	until	until	SCONJ	IN	_	9	mark	_	_
8	you	you	PRON	PRP	_	9	nsubj	_	_
9	get	get	VERB	VBP	_	3	advcl	_	_
10	it	it	PRON	PRP	_	9	dobj	_	_
11	!	!	PUNCT	.	_	3	punct	_	_
12	""	""	PUNCT	''	_	3	punct	_	_

# text = - that's where you're wrong kiddo
1	-	-	PUNCT	:	_	3	punct	_	_
2	that	that	PRON	DT	_	3	nsubj	_	_
3	's	be	AUX	VBZ	_	0	ROOT	_	_
4	where	where	SCONJ	WRB	_	6	advmod	_	_
5	you	you	PRON	PRP	_	6	nsubj	_	_
6	're	be	AUX	VBP	_	3	ccomp	_	_
7	wrong	wrong	ADJ	JJ	_	6	acomp	_	_
8	kiddo	kiddo	NOUN	NNS	_	3	npadvmod	_	_"
@JonesAndJonesy @LongNeckJosh @MaracleMan No it's a reference to the current Coronavirus outbreak in China,neutral,"# text = @JonesAndJonesy
1	@JonesAndJonesy	@jonesandjonesy	ADJ	JJ	_	0	ROOT	_	_

# text = @LongNeckJosh @MaracleMan
1	@LongNeckJosh	@longneckjosh	INTJ	UH	_	0	ROOT	_	_
2	@MaracleMan	@maracleman	INTJ	UH	_	1	punct	_	_

# text = No it's a reference to the current Coronavirus outbreak in China
1	No	no	INTJ	UH	_	3	intj	_	_
2	it	it	PRON	PRP	_	3	nsubj	_	_
3	's	be	AUX	VBZ	_	0	ROOT	_	_
4	a	a	DET	DT	_	5	det	_	_
5	reference	reference	NOUN	NN	_	3	attr	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	10	det	_	_
8	current	current	ADJ	JJ	_	10	amod	_	_
9	Coronavirus	Coronavirus	PROPN	NNP	_	10	compound	_	_
10	outbreak	outbreak	NOUN	NN	_	6	pobj	_	_
11	in	in	ADP	IN	_	10	prep	_	_
12	China	China	PROPN	NNP	_	11	pobj	_	_"
"#Coronavirus: 100,000 may already be infected, experts warn #CoronaOutbreak",neutral,"# text = #Coronavirus: 100,000 may already be infected, experts warn #CoronaOutbreak
1	#	#	SYM	$	_	11	dep	_	_
2	Coronavirus	Coronavirus	PROPN	NNP	_	11	dep	_	_
3	:	:	PUNCT	:	_	11	punct	_	_
4	100,000	100,000	NUM	CD	_	8	nsubjpass	_	_
5	may	may	AUX	MD	_	8	aux	_	_
6	already	already	ADV	RB	_	8	advmod	_	_
7	be	be	AUX	VB	_	8	auxpass	_	_
8	infected	infect	VERB	VBN	_	11	ccomp	_	_
9	,	,	PUNCT	,	_	11	punct	_	_
10	experts	expert	NOUN	NNS	_	11	nsubj	_	_
11	warn	warn	VERB	VBP	_	0	ROOT	_	_
12	#	#	SYM	$	_	13	nmod	_	_
13	CoronaOutbreak	coronaoutbreak	NOUN	NN	_	11	dobj	_	_"
"@affymu trueeee b !! ""drink corona beer as temporary vaccine for corona virus""",neutral,"# text = @affymu trueeee b !!
1	@affymu	@affymu	PROPN	NNP	_	3	compound	_	_
2	trueeee	trueeee	NOUN	NN	_	3	compound	_	_
3	b	b	NOUN	NN	_	0	ROOT	_	_
4	!	!	PUNCT	.	_	3	punct	_	_
5	!	!	PUNCT	.	_	3	punct	_	_

# text = ""drink corona beer as temporary vaccine for corona virus""
1	""	""	PUNCT	``	_	2	punct	_	_
2	drink	drink	VERB	VB	_	0	ROOT	_	_
3	corona	corona	ADJ	JJ	_	4	compound	_	_
4	beer	beer	NOUN	NN	_	2	dobj	_	_
5	as	as	ADP	IN	_	2	prep	_	_
6	temporary	temporary	ADJ	JJ	_	7	amod	_	_
7	vaccine	vaccine	NOUN	NN	_	5	pobj	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	corona	corona	PROPN	NNP	_	10	compound	_	_
10	virus	virus	PROPN	NNP	_	8	pobj	_	_
11	""	""	PUNCT	''	_	2	punct	_	_"
1. Taal Volcano eruption 2. Corona virus 3. Kobe Bryant's death what else?,neutral,"# text = 1.
1	1	1	X	LS	_	0	ROOT	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

# text = Taal Volcano eruption 2.
1	Taal	Taal	PROPN	NNP	_	2	compound	_	_
2	Volcano	Volcano	PROPN	NNP	_	3	compound	_	_
3	eruption	eruption	NOUN	NN	_	0	ROOT	_	_
4	2	2	NUM	CD	_	3	nummod	_	_
5	.	.	PUNCT	.	_	3	punct	_	_

# text = Corona virus 3.
1	Corona	Corona	PROPN	NNP	_	2	compound	_	_
2	virus	virus	NOUN	NN	_	0	ROOT	_	_
3	3	3	NUM	CD	_	2	nummod	_	_
4	.	.	PUNCT	.	_	2	punct	_	_

# text = Kobe Bryant's death what else?
1	Kobe	Kobe	PROPN	NNP	_	2	compound	_	_
2	Bryant	Bryant	PROPN	NNP	_	4	poss	_	_
3	's	's	PART	POS	_	2	case	_	_
4	death	death	NOUN	NN	_	5	nsubj	_	_
5	what	what	PRON	WP	_	0	ROOT	_	_
6	else	else	ADV	RB	_	5	advmod	_	_
7	?	?	PUNCT	.	_	5	punct	_	_"
What if China fails to contain the coronavirus outbreak? –,negative,"# text = What if China fails to contain the coronavirus outbreak? –
1	What	what	PRON	WP	_	4	dep	_	_
2	if	if	SCONJ	IN	_	4	mark	_	_
3	China	China	PROPN	NNP	_	4	nsubj	_	_
4	fails	fail	VERB	VBZ	_	0	ROOT	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	contain	contain	VERB	VB	_	4	xcomp	_	_
7	the	the	DET	DT	_	9	det	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	outbreak	outbreak	NOUN	NN	_	6	dobj	_	_
10	?	?	PUNCT	.	_	4	punct	_	_
11	–	–	PUNCT	:	_	4	punct	_	_"
"Donald Trump calls coronavirus a 'hoax' - after it kills more than 2,800 people",positive,"# text = Donald Trump calls coronavirus a 'hoax' - after it kills more than 2,800 people
1	Donald	Donald	PROPN	NNP	_	2	compound	_	_
2	Trump	Trump	PROPN	NNP	_	3	nsubj	_	_
3	calls	call	VERB	VBZ	_	0	ROOT	_	_
4	coronavirus	coronavirus	VERB	VBP	_	3	xcomp	_	_
5	a	a	DET	DT	_	7	det	_	_
6	'	'	PUNCT	``	_	7	punct	_	_
7	hoax	hoax	NOUN	NN	_	4	dobj	_	_
8	'	'	PUNCT	''	_	7	punct	_	_
9	-	-	PUNCT	:	_	7	punct	_	_
10	after	after	SCONJ	IN	_	12	mark	_	_
11	it	it	PRON	PRP	_	12	nsubj	_	_
12	kills	kill	VERB	VBZ	_	3	advcl	_	_
13	more	more	ADJ	JJR	_	15	amod	_	_
14	than	than	ADP	IN	_	15	quantmod	_	_
15	2,800	2,800	NUM	CD	_	16	nummod	_	_
16	people	people	NOUN	NNS	_	12	dobj	_	_"
KLM apologises after airliner crew's COVID-19 toilet note sparks outrage in South Korea,negative,"# text = KLM apologises after airliner crew's COVID-19 toilet note sparks outrage in South Korea
1	KLM	KLM	PROPN	NNP	_	2	compound	_	_
2	apologises	apologise	NOUN	NNS	_	0	ROOT	_	_
3	after	after	SCONJ	IN	_	10	mark	_	_
4	airliner	airliner	ADJ	JJ	_	5	amod	_	_
5	crew	crew	NOUN	NN	_	9	poss	_	_
6	's	's	PART	POS	_	5	case	_	_
7	COVID-19	covid-19	NOUN	NN	_	9	compound	_	_
8	toilet	toilet	NOUN	NN	_	9	compound	_	_
9	note	note	NOUN	NN	_	10	nsubj	_	_
10	sparks	spark	VERB	VBZ	_	2	advcl	_	_
11	outrage	outrage	NOUN	NN	_	10	dobj	_	_
12	in	in	ADP	IN	_	11	prep	_	_
13	South	South	PROPN	NNP	_	14	compound	_	_
14	Korea	Korea	PROPN	NNP	_	12	pobj	_	_"
Corona virus jokes not original anymore :(,negative,"# text = Corona virus jokes not original anymore :(
1	Corona	Corona	PROPN	NNP	_	2	compound	_	_
2	virus	virus	NOUN	NN	_	3	nsubj	_	_
3	jokes	joke	VERB	VBZ	_	0	ROOT	_	_
4	not	not	PART	RB	_	3	neg	_	_
5	original	original	ADJ	JJ	_	3	acomp	_	_
6	anymore	anymore	ADV	RB	_	3	advmod	_	_
7	:(	:(	PUNCT	.	_	3	punct	_	_"
Coronavirus: greatest hits.,positive,"# text = Coronavirus: greatest hits.
1	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	greatest	great	ADJ	JJS	_	4	amod	_	_
4	hits	hit	NOUN	NNS	_	1	appos	_	_
5	.	.	PUNCT	.	_	1	punct	_	_"
@JeremyVineOn5 if you mix salt with warm water and soak your hands can this kill off the coronavirus ?,positive,"# text = @JeremyVineOn5 if you mix salt with warm water and soak your hands can this kill off the coronavirus ?
1	@JeremyVineOn5	@JeremyVineOn5	PROPN	NNP	_	15	nsubj	_	_
2	if	if	SCONJ	IN	_	4	mark	_	_
3	you	you	PRON	PRP	_	4	nsubj	_	_
4	mix	mix	VERB	VBP	_	15	advcl	_	_
5	salt	salt	NOUN	NN	_	4	dobj	_	_
6	with	with	ADP	IN	_	5	prep	_	_
7	warm	warm	ADJ	JJ	_	8	amod	_	_
8	water	water	NOUN	NN	_	6	pobj	_	_
9	and	and	CCONJ	CC	_	4	cc	_	_
10	soak	soak	VERB	VB	_	4	conj	_	_
11	your	your	PRON	PRP$	_	12	poss	_	_
12	hands	hand	NOUN	NNS	_	10	dobj	_	_
13	can	can	AUX	MD	_	15	aux	_	_
14	this	this	PRON	DT	_	15	nsubj	_	_
15	kill	kill	VERB	VB	_	0	ROOT	_	_
16	off	off	ADP	RP	_	15	prt	_	_
17	the	the	DET	DT	_	18	det	_	_
18	coronavirus	coronavirus	NOUN	NN	_	15	dobj	_	_
19	?	?	PUNCT	.	_	15	punct	_	_"
Orange you glad this isn't contagious? #coronavirus,positive,"# text = Orange you glad this isn't contagious?
1	Orange	orange	VERB	VB	_	0	ROOT	_	_
2	you	you	PRON	PRP	_	1	dobj	_	_
3	glad	glad	ADJ	JJ	_	1	advmod	_	_
4	this	this	PRON	DT	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	3	ccomp	_	_
6	n't	not	PART	RB	_	5	neg	_	_
7	contagious	contagious	ADJ	JJ	_	5	acomp	_	_
8	?	?	PUNCT	.	_	1	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
"@_Zouzka_ Corona virus is so contagious you could be infected just by clicking ""buy it now"" from an infected Chinese seller.",neutral,"# text = @_Zouzka_ Corona virus is so contagious you could be infected just by clicking ""buy it now"" from an infected Chinese seller.
1	@_Zouzka	@_Zouzka	PROPN	NNP	_	4	nmod	_	_
2	_	_	PROPN	NNP	_	1	appos	_	_
3	Corona	Corona	PROPN	NNP	_	4	compound	_	_
4	virus	virus	NOUN	NN	_	5	nsubj	_	_
5	is	be	AUX	VBZ	_	0	ROOT	_	_
6	so	so	ADV	RB	_	7	advmod	_	_
7	contagious	contagious	ADJ	JJ	_	5	acomp	_	_
8	you	you	PRON	PRP	_	11	nsubjpass	_	_
9	could	could	AUX	MD	_	11	aux	_	_
10	be	be	AUX	VB	_	11	auxpass	_	_
11	infected	infect	VERB	VBN	_	7	ccomp	_	_
12	just	just	ADV	RB	_	13	advmod	_	_
13	by	by	ADP	IN	_	11	prep	_	_
14	clicking	click	VERB	VBG	_	13	pcomp	_	_
15	""	""	PUNCT	``	_	14	punct	_	_
16	buy	buy	VERB	VB	_	5	xcomp	_	_
17	it	it	PRON	PRP	_	16	dobj	_	_
18	now	now	ADV	RB	_	16	advmod	_	_
19	""	""	PUNCT	''	_	16	punct	_	_
20	from	from	ADP	IN	_	16	prep	_	_
21	an	an	DET	DT	_	24	det	_	_
22	infected	infected	ADJ	JJ	_	24	amod	_	_
23	Chinese	chinese	ADJ	JJ	_	24	amod	_	_
24	seller	seller	NOUN	NN	_	20	pobj	_	_
25	.	.	PUNCT	.	_	5	punct	_	_"
Wesleyan University student being monitored for coronavirus in Connecticut via @nypost,neutral,"# text = Wesleyan University student being monitored for coronavirus in Connecticut via @nypost
1	Wesleyan	Wesleyan	PROPN	NNP	_	2	compound	_	_
2	University	University	PROPN	NNP	_	3	compound	_	_
3	student	student	NOUN	NN	_	5	nsubjpass	_	_
4	being	be	AUX	VBG	_	5	auxpass	_	_
5	monitored	monitor	VERB	VBN	_	0	ROOT	_	_
6	for	for	ADP	IN	_	5	prep	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
8	in	in	ADP	IN	_	5	prep	_	_
9	Connecticut	Connecticut	PROPN	NNP	_	8	pobj	_	_
10	via	via	ADP	IN	_	5	prep	_	_
11	@nypost	@nypost	NOUN	NN	_	10	pobj	_	_"
MotoGP is the latest event to be affected by the coronavirus outbreak,positive,"# text = MotoGP is the latest event to be affected by the coronavirus outbreak
1	MotoGP	MotoGP	PROPN	NNP	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	the	the	DET	DT	_	5	det	_	_
4	latest	late	ADJ	JJS	_	5	amod	_	_
5	event	event	NOUN	NN	_	2	attr	_	_
6	to	to	PART	TO	_	8	aux	_	_
7	be	be	AUX	VB	_	8	auxpass	_	_
8	affected	affect	VERB	VBN	_	5	relcl	_	_
9	by	by	ADP	IN	_	8	agent	_	_
10	the	the	DET	DT	_	12	det	_	_
11	coronavirus	coronavirus	NOUN	NN	_	12	compound	_	_
12	outbreak	outbreak	NOUN	NN	_	9	pobj	_	_"
the past days my dreams are going from footballers to corona virus and now to condoms üôÉ,negative,"# text = the past days my dreams are going from footballers to corona virus and now to condoms üôÉ
1	the	the	DET	DT	_	3	det	_	_
2	past	past	ADJ	JJ	_	3	amod	_	_
3	days	day	NOUN	NNS	_	0	ROOT	_	_
4	my	my	PRON	PRP$	_	5	poss	_	_
5	dreams	dream	NOUN	NNS	_	7	nsubj	_	_
6	are	be	AUX	VBP	_	7	aux	_	_
7	going	go	VERB	VBG	_	3	relcl	_	_
8	from	from	ADP	IN	_	7	prep	_	_
9	footballers	footballer	NOUN	NNS	_	8	pobj	_	_
10	to	to	ADP	IN	_	7	prep	_	_
11	corona	corona	PROPN	NNP	_	12	compound	_	_
12	virus	virus	NOUN	NN	_	10	pobj	_	_
13	and	and	CCONJ	CC	_	7	cc	_	_
14	now	now	ADV	RB	_	15	advmod	_	_
15	to	to	ADP	IN	_	7	prep	_	_
16	condoms	condom	NOUN	NNS	_	15	pobj	_	_
17	üôÉ	üôé	NOUN	NN	_	3	intj	_	_"
no one : the entire human population after the corona virus started spreading :,neutral,"# text = no one : the entire human population after the corona virus started spreading :
1	no	no	DET	DT	_	2	det	_	_
2	one	one	NOUN	NN	_	12	nsubj	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	the	the	DET	DT	_	7	det	_	_
5	entire	entire	ADJ	JJ	_	7	amod	_	_
6	human	human	ADJ	JJ	_	7	amod	_	_
7	population	population	NOUN	NN	_	12	nsubj	_	_
8	after	after	ADP	IN	_	7	prep	_	_
9	the	the	DET	DT	_	11	det	_	_
10	corona	corona	PROPN	NNP	_	11	compound	_	_
11	virus	virus	NOUN	NN	_	8	pobj	_	_
12	started	start	VERB	VBD	_	0	ROOT	_	_
13	spreading	spread	VERB	VBG	_	12	xcomp	_	_
14	:	:	PUNCT	:	_	12	punct	_	_"
Taking bets on when Pence decides an ark is the best route for avoiding the coronavirus,positive,"# text = Taking bets on when Pence decides an ark is the best route for avoiding the coronavirus
1	Taking	take	VERB	VBG	_	9	csubj	_	_
2	bets	bet	NOUN	NNS	_	1	dobj	_	_
3	on	on	ADP	IN	_	1	prep	_	_
4	when	when	SCONJ	WRB	_	6	advmod	_	_
5	Pence	Pence	PROPN	NNP	_	6	nsubj	_	_
6	decides	decide	VERB	VBZ	_	3	pcomp	_	_
7	an	an	DET	DT	_	8	det	_	_
8	ark	ark	NOUN	NN	_	6	dobj	_	_
9	is	be	AUX	VBZ	_	0	ROOT	_	_
10	the	the	DET	DT	_	12	det	_	_
11	best	good	ADJ	JJS	_	12	amod	_	_
12	route	route	NOUN	NN	_	9	attr	_	_
13	for	for	ADP	IN	_	12	prep	_	_
14	avoiding	avoid	VERB	VBG	_	13	pcomp	_	_
15	the	the	DET	DT	_	16	det	_	_
16	coronavirus	coronavirus	NOUN	NN	_	14	dobj	_	_"
The deadly new coronavirus has reached the US. Here's how to protect yourself: #WMTW,neutral,"# text = The deadly new coronavirus has reached the US.
1	The	the	DET	DT	_	4	det	_	_
2	deadly	deadly	ADJ	JJ	_	4	amod	_	_
3	new	new	ADJ	JJ	_	4	amod	_	_
4	coronavirus	coronavirus	NOUN	NN	_	6	nsubj	_	_
5	has	have	AUX	VBZ	_	6	aux	_	_
6	reached	reach	VERB	VBN	_	0	ROOT	_	_
7	the	the	DET	DT	_	8	det	_	_
8	US	US	PROPN	NNP	_	6	dobj	_	_
9	.	.	PUNCT	.	_	6	punct	_	_

# text = Here's how to protect yourself: #WMTW
1	Here	here	ADV	RB	_	2	advmod	_	_
2	's	be	AUX	VBZ	_	0	ROOT	_	_
3	how	how	SCONJ	WRB	_	5	advmod	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	protect	protect	VERB	VB	_	2	xcomp	_	_
6	yourself	yourself	PRON	PRP	_	5	dobj	_	_
7	:	:	PUNCT	:	_	2	punct	_	_
8	#	#	SYM	$	_	2	nsubj	_	_
9	WMTW	wmtw	NOUN	NN	_	2	nsubj	_	_"
Great educational illustration about the Coronavirus.,positive,"# text = Great educational illustration about the Coronavirus.
1	Great	great	ADJ	JJ	_	3	amod	_	_
2	educational	educational	ADJ	JJ	_	3	amod	_	_
3	illustration	illustration	NOUN	NN	_	0	ROOT	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	6	det	_	_
6	Coronavirus	Coronavirus	PROPN	NNP	_	4	pobj	_	_
7	.	.	PUNCT	.	_	3	punct	_	_"
